"Orthogroup" "dana_prot" "dmel_prot" "dmoj_prot" "dper_prot" "dpse_prot" "dvir_prot" "dwil_prot" "dyak_prot"
"154" "OG0002017" "YOgnAN00784" "YOgnME02850" "YOgnMO06104" "YOgnPE17591" "YOgnPS09352" "YOgnVI00803" "YOgnWI07151" "YOgnYA01398"
"155" "OG0002018" "YOgnAN00785" "YOgnME02848" "YOgnMO06105" "YOgnPE17590" "YOgnPS09351" "YOgnVI00802" "YOgnWI07149" "YOgnYA01400"
"156" "OG0002019" "YOgnAN00786" "YOgnME02846" "YOgnMO06154" "YOgnPE17589" "YOgnPS09350" "YOgnVI00900" "YOgnWI07148" "YOgnYA01401"
"157" "OG0002020" "YOgnAN00787" "YOgnME02845" "YOgnMO06155" "YOgnPE17588" "YOgnPS09349" "YOgnVI00899" "YOgnWI07147" "YOgnYA01402"
"158" "OG0002021" "YOgnAN00790" "YOgnME00234" "YOgnMO06158" "YOgnPE17585" "YOgnPS09345" "YOgnVI00896" "YOgnWI07143" "YOgnYA00188"
"159" "OG0002022" "YOgnAN00797" "YOgnME00241" "YOgnMO07806" "YOgnPE03136" "YOgnPS09336" "YOgnVI00621" "YOgnWI07137" "YOgnYA00196"
"160" "OG0002023" "YOgnAN00798" "YOgnME00242" "YOgnMO07805" "YOgnPE03135" "YOgnPS09333" "YOgnVI00622" "YOgnWI07133" "YOgnYA00197"
"161" "OG0002024" "YOgnAN00800" "YOgnME00245" "YOgnMO07715" "YOgnPE03131" "YOgnPS09329" "YOgnVI07338" "YOgnWI05282" "YOgnYA00200"
"162" "OG0002025" "YOgnAN00804" "YOgnME00248" "YOgnMO06485" "YOgnPE03127" "YOgnPS09324" "YOgnVI00858" "YOgnWI06872" "YOgnYA00203"
"163" "OG0002026" "YOgnAN00805" "YOgnME02810" "YOgnMO06203" "YOgnPE13809" "YOgnPS06787" "YOgnVI06552" "YOgnWI06509" "YOgnYA01429"
"164" "OG0002027" "YOgnAN00807" "YOgnME02806" "YOgnMO06205" "YOgnPE13807" "YOgnPS06789" "YOgnVI06554" "YOgnWI06340" "YOgnYA02471"
"165" "OG0002028" "YOgnAN00808" "YOgnME02805" "YOgnMO06206" "YOgnPE13806" "YOgnPS06790" "YOgnVI06555" "YOgnWI06506" "YOgnYA02470"
"166" "OG0002029" "YOgnAN00816" "YOgnME02798" "YOgnMO06213" "YOgnPE13796" "YOgnPS06800" "YOgnVI07546" "YOgnWI06500" "YOgnYA02464"
"167" "OG0002030" "YOgnAN00821" "YOgnME02780" "YOgnMO06530" "YOgnPE13777" "YOgnPS06816" "YOgnVI00514" "YOgnWI06486" "YOgnYA02452"
"168" "OG0002031" "YOgnAN00833" "YOgnME02763" "YOgnMO06267" "YOgnPE05080" "YOgnPS08989" "YOgnVI00739" "YOgnWI06448" "YOgnYA02438"
"169" "OG0002032" "YOgnAN00834" "YOgnME00348" "YOgnMO05792" "YOgnPE16832" "YOgnPS07285" "YOgnVI14479" "YOgnWI06597" "YOgnYA00289"
"170" "OG0002034" "YOgnAN00839" "YOgnME00066" "YOgnMO08246" "YOgnPE02282" "YOgnPS08115" "YOgnVI07253" "YOgnWI06612" "YOgnYA00037"
"171" "OG0002035" "YOgnAN00840" "YOgnME00067" "YOgnMO08245" "YOgnPE02281" "YOgnPS08114" "YOgnVI07254" "YOgnWI06613" "YOgnYA00038"
"172" "OG0002036" "YOgnAN00841" "YOgnME00068" "YOgnMO08244" "YOgnPE02280" "YOgnPS08113" "YOgnVI07255" "YOgnWI06998" "YOgnYA00039"
"173" "OG0002037" "YOgnAN00843" "YOgnME00070" "YOgnMO08242" "YOgnPE02278" "YOgnPS08111" "YOgnVI07257" "YOgnWI06996" "YOgnYA00041"
"174" "OG0002038" "YOgnAN00845" "YOgnME00080" "YOgnMO08239" "YOgnPE16651" "YOgnPS08548" "YOgnVI07260" "YOgnWI06995" "YOgnYA00047"
"175" "OG0002039" "YOgnAN00847" "YOgnME00323" "YOgnMO07995" "YOgnPE02489" "YOgnPS08306" "YOgnVI08099" "YOgnWI05502" "YOgnYA00269"
"176" "OG0002040" "YOgnAN00856" "YOgnME01710" "YOgnMO07205" "YOgnPE16637" "YOgnPS07340" "YOgnVI14571" "YOgnWI06963" "YOgnYA01492"
"177" "OG0002041" "YOgnAN00864" "YOgnME01355" "YOgnMO07021" "YOgnPE02470" "YOgnPS08288" "YOgnVI07224" "YOgnWI05000" "YOgnYA03093"
"178" "OG0002043" "YOgnAN00881" "YOgnME01371" "YOgnMO07449" "YOgnPE01789" "YOgnPS07619" "YOgnVI07237" "YOgnWI07026" "YOgnYA03106"
"179" "OG0002044" "YOgnAN00882" "YOgnME01372" "YOgnMO08258" "YOgnPE02349" "YOgnPS08176" "YOgnVI07238" "YOgnWI04193" "YOgnYA03107"
"180" "OG0002045" "YOgnAN00885" "YOgnME01375" "YOgnMO06035" "YOgnPE02039" "YOgnPS07846" "YOgnVI07150" "YOgnWI06679" "YOgnYA03110"
"181" "OG0002046" "YOgnAN00891" "YOgnME00103" "YOgnMO08224" "YOgnPE16625" "YOgnPS07350" "YOgnVI07275" "YOgnWI06974" "YOgnYA00066"
"182" "OG0002047" "YOgnAN00894" "YOgnME00091" "YOgnMO08232" "YOgnPE01900" "YOgnPS07722" "YOgnVI07266" "YOgnWI06622" "YOgnYA00055"
"183" "OG0002048" "YOgnAN00896" "YOgnME00095" "YOgnMO08229" "YOgnPE01904" "YOgnPS07726" "YOgnVI07269" "YOgnWI06981" "YOgnYA00059"
"184" "OG0002049" "YOgnAN00899" "YOgnME01379" "YOgnMO07241" "YOgnPE16535" "YOgnPS07982" "YOgnVI07724" "YOgnWI06206" "YOgnYA03114"
"185" "OG0002050" "YOgnAN00901" "YOgnME02988" "YOgnMO08162" "YOgnPE16537" "YOgnPS07984" "YOgnVI08208" "YOgnWI06208" "YOgnYA04592"
"186" "OG0002051" "YOgnAN00904" "YOgnME02985" "YOgnMO08160" "YOgnPE16539" "YOgnPS07987" "YOgnVI08207" "YOgnWI06379" "YOgnYA03013"
"187" "OG0002052" "YOgnAN00907" "YOgnME02982" "YOgnMO08157" "YOgnPE16545" "YOgnPS07993" "YOgnVI08204" "YOgnWI06212" "YOgnYA03016"
"188" "OG0002053" "YOgnAN00915" "YOgnME02968" "YOgnMO08153" "YOgnPE16552" "YOgnPS08002" "YOgnVI08200" "YOgnWI06218" "YOgnYA03024"
"189" "OG0002054" "YOgnAN00916" "YOgnME02963" "YOgnMO08152" "YOgnPE16555" "YOgnPS08004" "YOgnVI03017" "YOgnWI06395" "YOgnYA03025"
"190" "OG0002055" "YOgnAN00924" "YOgnME02956" "YOgnMO08148" "YOgnPE16562" "YOgnPS08009" "YOgnVI08194" "YOgnWI06845" "YOgnYA03031"
"191" "OG0002056" "YOgnAN00925" "YOgnME02955" "YOgnMO08147" "YOgnPE16563" "YOgnPS08010" "YOgnVI08193" "YOgnWI06846" "YOgnYA03032"
"192" "OG0002057" "YOgnAN00927" "YOgnME02953" "YOgnMO07279" "YOgnPE16565" "YOgnPS08642" "YOgnVI06773" "YOgnWI04218" "YOgnYA03034"
"193" "OG0002058" "YOgnAN00928" "YOgnME02950" "YOgnMO05804" "YOgnPE02418" "YOgnPS08233" "YOgnVI14486" "YOgnWI14608" "YOgnYA03037"
"194" "OG0002059" "YOgnAN00930" "YOgnME02948" "YOgnMO05805" "YOgnPE02416" "YOgnPS08230" "YOgnVI14487" "YOgnWI06850" "YOgnYA03039"
"195" "OG0002060" "YOgnAN00931" "YOgnME01307" "YOgnMO07217" "YOgnPE01768" "YOgnPS07600" "YOgnVI14586" "YOgnWI07254" "YOgnYA04538"
"196" "OG0002061" "YOgnAN00939" "YOgnME02929" "YOgnMO13215" "YOgnPE05862" "YOgnPS02264" "YOgnVI12894" "YOgnWI10631" "YOgnYA03055"
"197" "OG0002062" "YOgnAN00965" "YOgnME02580" "YOgnMO07032" "YOgnPE02587" "YOgnPS08405" "YOgnVI06416" "YOgnWI09378" "YOgnYA01982"
"198" "OG0002063" "YOgnAN00973" "YOgnME02316" "YOgnMO01007" "YOgnPE11066" "YOgnPS09807" "YOgnVI09509" "YOgnWI03888" "YOgnYA02169"
"199" "OG0002064" "YOgnAN00975" "YOgnME02314" "YOgnMO08143" "YOgnPE12985" "YOgnPS08721" "YOgnVI08188" "YOgnWI05349" "YOgnYA02166"
"200" "OG0002065" "YOgnAN00981" "YOgnME00251" "YOgnMO07914" "YOgnPE02627" "YOgnPS08441" "YOgnVI07964" "YOgnWI05176" "YOgnYA00206"
"201" "OG0002066" "YOgnAN00982" "YOgnME00252" "YOgnMO07913" "YOgnPE02626" "YOgnPS08440" "YOgnVI07963" "YOgnWI05175" "YOgnYA00207"
"202" "OG0002067" "YOgnAN00991" "YOgnME00439" "YOgnMO06887" "YOgnPE13682" "YOgnPS06917" "YOgnVI08304" "YOgnWI09380" "YOgnYA02390"
"203" "OG0002068" "YOgnAN00992" "YOgnME00440" "YOgnMO06888" "YOgnPE13681" "YOgnPS06918" "YOgnVI08303" "YOgnWI09381" "YOgnYA02389"
"204" "OG0002069" "YOgnAN01004" "YOgnME00108" "YOgnMO06866" "YOgnPE16489" "YOgnPS07935" "YOgnVI08328" "YOgnWI00129" "YOgnYA00072"
"205" "OG0002070" "YOgnAN01006" "YOgnME00110" "YOgnMO06868" "YOgnPE03964" "YOgnPS07937" "YOgnVI08325" "YOgnWI06653" "YOgnYA00073"
"206" "OG0002071" "YOgnAN01010" "YOgnME00113" "YOgnMO06872" "YOgnPE16495" "YOgnPS07941" "YOgnVI08322" "YOgnWI06657" "YOgnYA00076"
"207" "OG0002072" "YOgnAN01011" "YOgnME00114" "YOgnMO06873" "YOgnPE16496" "YOgnPS07942" "YOgnVI08321" "YOgnWI06658" "YOgnYA00077"
"208" "OG0002073" "YOgnAN01028" "YOgnME00133" "YOgnMO05960" "YOgnPE16520" "YOgnPS07966" "YOgnVI07676" "YOgnWI04592" "YOgnYA00095"
"209" "OG0002074" "YOgnAN01038" "YOgnME03080" "YOgnMO06083" "YOgnPE05026" "YOgnPS09040" "YOgnVI00827" "YOgnWI04131" "YOgnYA04674"
"210" "OG0002075" "YOgnAN01043" "YOgnME03077" "YOgnMO06088" "YOgnPE05020" "YOgnPS09045" "YOgnVI00822" "YOgnWI04135" "YOgnYA04671"
"211" "OG0002076" "YOgnAN01056" "YOgnME03067" "YOgnMO06094" "YOgnPE05010" "YOgnPS10131" "YOgnVI00814" "YOgnWI07193" "YOgnYA04662"
"212" "OG0002077" "YOgnAN01063" "YOgnME03060" "YOgnMO07837" "YOgnPE05003" "YOgnPS09054" "YOgnVI00585" "YOgnWI07019" "YOgnYA04656"
"213" "OG0002078" "YOgnAN01064" "YOgnME03059" "YOgnMO06220" "YOgnPE13908" "YOgnPS06693" "YOgnVI06569" "YOgnWI06861" "YOgnYA04655"
"214" "OG0002079" "YOgnAN01065" "YOgnME03058" "YOgnMO06221" "YOgnPE01629" "YOgnPS07458" "YOgnVI06570" "YOgnWI06862" "YOgnYA04654"
"215" "OG0002080" "YOgnAN01068" "YOgnME03056" "YOgnMO07593" "YOgnPE01631" "YOgnPS07460" "YOgnVI07566" "YOgnWI07249" "YOgnYA04652"
"216" "OG0002081" "YOgnAN01072" "YOgnME00662" "YOgnMO06226" "YOgnPE13309" "YOgnPS07214" "YOgnVI06575" "YOgnWI06860" "YOgnYA00756"
"217" "OG0002082" "YOgnAN01092" "YOgnME00295" "YOgnMO08019" "YOgnPE02507" "YOgnPS08322" "YOgnVI08121" "YOgnWI04890" "YOgnYA00247"
"218" "OG0002083" "YOgnAN01096" "YOgnME00297" "YOgnMO08017" "YOgnPE02505" "YOgnPS08320" "YOgnVI08118" "YOgnWI04894" "YOgnYA00250"
"219" "OG0002084" "YOgnAN01097" "YOgnME00298" "YOgnMO08016" "YOgnPE02504" "YOgnPS08319" "YOgnVI08117" "YOgnWI05517" "YOgnYA00251"
"220" "OG0002085" "YOgnAN01105" "YOgnME00314" "YOgnMO08000" "YOgnPE02498" "YOgnPS08313" "YOgnVI08104" "YOgnWI05507" "YOgnYA00263"
"221" "OG0002086" "YOgnAN01110" "YOgnME00320" "YOgnMO07996" "YOgnPE02492" "YOgnPS08308" "YOgnVI08100" "YOgnWI05503" "YOgnYA00267"
"222" "OG0002087" "YOgnAN01113" "YOgnME01392" "YOgnMO07427" "YOgnPE02682" "YOgnPS08499" "YOgnVI08180" "YOgnWI07068" "YOgnYA03124"
"223" "OG0002088" "YOgnAN01115" "YOgnME01394" "YOgnMO07426" "YOgnPE02681" "YOgnPS08497" "YOgnVI08176" "YOgnWI06691" "YOgnYA03127"
"224" "OG0002089" "YOgnAN01116" "YOgnME01395" "YOgnMO07425" "YOgnPE02680" "YOgnPS08496" "YOgnVI08175" "YOgnWI06692" "YOgnYA03128"
"225" "OG0002090" "YOgnAN01121" "YOgnME02338" "YOgnMO07419" "YOgnPE01794" "YOgnPS07623" "YOgnVI08170" "YOgnWI07195" "YOgnYA02189"
"226" "OG0002091" "YOgnAN01122" "YOgnME02337" "YOgnMO07418" "YOgnPE01796" "YOgnPS07624" "YOgnVI08169" "YOgnWI04321" "YOgnYA02188"
"227" "OG0002092" "YOgnAN01123" "YOgnME02336" "YOgnMO07417" "YOgnPE01797" "YOgnPS07625" "YOgnVI08168" "YOgnWI04320" "YOgnYA02187"
"228" "OG0002093" "YOgnAN01125" "YOgnME02334" "YOgnMO07415" "YOgnPE01799" "YOgnPS07627" "YOgnVI08165" "YOgnWI04149" "YOgnYA02184"
"229" "OG0002094" "YOgnAN01145" "YOgnME01873" "YOgnMO07445" "YOgnPE01815" "YOgnPS07644" "YOgnVI07995" "YOgnWI05146" "YOgnYA01635"
"230" "OG0002096" "YOgnAN01155" "YOgnME01858" "YOgnMO06934" "YOgnPE01820" "YOgnPS07649" "YOgnVI07988" "YOgnWI05140" "YOgnYA01625"
"231" "OG0002097" "YOgnAN01156" "YOgnME01856" "YOgnMO06935" "YOgnPE01821" "YOgnPS07650" "YOgnVI07987" "YOgnWI05139" "YOgnYA01624"
"232" "OG0002098" "YOgnAN01158" "YOgnME01854" "YOgnMO05843" "YOgnPE01823" "YOgnPS07652" "YOgnVI06725" "YOgnWI04537" "YOgnYA01622"
"233" "OG0002099" "YOgnAN01160" "YOgnME01852" "YOgnMO05845" "YOgnPE01824" "YOgnPS07653" "YOgnVI06726" "YOgnWI04530" "YOgnYA01621"
"234" "OG0002100" "YOgnAN01164" "YOgnME01845" "YOgnMO05849" "YOgnPE01827" "YOgnPS07656" "YOgnVI06730" "YOgnWI04534" "YOgnYA01618"
"235" "OG0002101" "YOgnAN01170" "YOgnME01838" "YOgnMO08458" "YOgnPE02727" "YOgnPS08541" "YOgnVI06921" "YOgnWI04474" "YOgnYA01612"
"236" "OG0002102" "YOgnAN01176" "YOgnME01831" "YOgnMO07526" "YOgnPE02721" "YOgnPS08534" "YOgnVI06927" "YOgnWI06826" "YOgnYA01605"
"237" "OG0002103" "YOgnAN01178" "YOgnME01830" "YOgnMO07524" "YOgnPE02719" "YOgnPS08532" "YOgnVI06929" "YOgnWI06828" "YOgnYA01604"
"238" "OG0002104" "YOgnAN01179" "YOgnME01829" "YOgnMO07523" "YOgnPE02718" "YOgnPS08531" "YOgnVI14740" "YOgnWI06830" "YOgnYA01603"
"239" "OG0002105" "YOgnAN01181" "YOgnME01827" "YOgnMO00675" "YOgnPE02716" "YOgnPS08529" "YOgnVI09571" "YOgnWI06831" "YOgnYA01601"
"240" "OG0002106" "YOgnAN01192" "YOgnME02886" "YOgnMO07334" "YOgnPE16824" "YOgnPS07292" "YOgnVI06685" "YOgnWI04427" "YOgnYA01372"
"241" "OG0002107" "YOgnAN01197" "YOgnME02880" "YOgnMO07329" "YOgnPE16819" "YOgnPS07298" "YOgnVI06690" "YOgnWI06736" "YOgnYA01377"
"242" "OG0002108" "YOgnAN01200" "YOgnME02309" "YOgnMO08140" "YOgnPE02674" "YOgnPS08491" "YOgnVI08185" "YOgnWI07074" "YOgnYA02160"
"243" "OG0002109" "YOgnAN01204" "YOgnME02305" "YOgnMO05842" "YOgnPE02670" "YOgnPS08487" "YOgnVI06724" "YOgnWI05127" "YOgnYA02155"
"244" "OG0002110" "YOgnAN01211" "YOgnME02599" "YOgnMO08298" "YOgnPE02359" "YOgnPS08185" "YOgnVI07632" "YOgnWI07048" "YOgnYA01999"
"245" "OG0002111" "YOgnAN01212" "YOgnME02598" "YOgnMO06965" "YOgnPE02358" "YOgnPS08184" "YOgnVI06627" "YOgnWI06659" "YOgnYA01998"
"246" "OG0002112" "YOgnAN01217" "YOgnME02592" "YOgnMO08297" "YOgnPE02354" "YOgnPS08180" "YOgnVI07630" "YOgnWI06663" "YOgnYA01994"
"247" "OG0002113" "YOgnAN01222" "YOgnME01514" "YOgnMO06940" "YOgnPE02664" "YOgnPS08480" "YOgnVI07981" "YOgnWI05132" "YOgnYA03236"
"248" "OG0002114" "YOgnAN01230" "YOgnME01520" "YOgnMO07139" "YOgnPE02662" "YOgnPS08477" "YOgnVI07918" "YOgnWI05087" "YOgnYA03241"
"249" "OG0002115" "YOgnAN01236" "YOgnME01525" "YOgnMO07143" "YOgnPE02655" "YOgnPS08470" "YOgnVI07915" "YOgnWI05081" "YOgnYA03250"
"250" "OG0002116" "YOgnAN01237" "YOgnME01527" "YOgnMO07144" "YOgnPE02654" "YOgnPS08469" "YOgnVI07914" "YOgnWI05080" "YOgnYA04976"
"251" "OG0002117" "YOgnAN01238" "YOgnME01528" "YOgnMO07145" "YOgnPE02652" "YOgnPS08467" "YOgnVI07913" "YOgnWI04649" "YOgnYA04975"
"252" "OG0002119" "YOgnAN01241" "YOgnME01533" "YOgnMO06809" "YOgnPE02648" "YOgnPS08464" "YOgnVI07162" "YOgnWI05233" "YOgnYA04971"
"253" "OG0002120" "YOgnAN01242" "YOgnME01534" "YOgnMO06810" "YOgnPE02647" "YOgnPS08463" "YOgnVI07163" "YOgnWI05232" "YOgnYA04970"
"254" "OG0002122" "YOgnAN01246" "YOgnME01271" "YOgnMO05928" "YOgnPE02391" "YOgnPS08209" "YOgnVI06804" "YOgnWI06230" "YOgnYA04572"
"255" "OG0002123" "YOgnAN01255" "YOgnME01277" "YOgnMO07435" "YOgnPE02383" "YOgnPS08203" "YOgnVI06992" "YOgnWI06236" "YOgnYA04566"
"256" "OG0002125" "YOgnAN01261" "YOgnME03151" "YOgnMO06850" "YOgnPE03025" "YOgnPS09215" "YOgnVI07200" "YOgnWI06439" "YOgnYA04735"
"257" "OG0002126" "YOgnAN01263" "YOgnME03148" "YOgnMO06775" "YOgnPE03021" "YOgnPS09213" "YOgnVI06882" "YOgnWI06437" "YOgnYA04732"
"258" "OG0002127" "YOgnAN01264" "YOgnME01178" "YOgnMO06776" "YOgnPE03020" "YOgnPS09211" "YOgnVI06883" "YOgnWI06436" "YOgnYA02839"
"259" "OG0002128" "YOgnAN01268" "YOgnME01184" "YOgnMO06779" "YOgnPE03015" "YOgnPS09206" "YOgnVI06886" "YOgnWI06429" "YOgnYA02835"
"260" "OG0002129" "YOgnAN01269" "YOgnME01186" "YOgnMO06782" "YOgnPE03012" "YOgnPS09203" "YOgnVI06890" "YOgnWI06252" "YOgnYA02830"
"261" "OG0002130" "YOgnAN01272" "YOgnME03295" "YOgnMO06381" "YOgnPE13632" "YOgnPS09569" "YOgnVI06446" "YOgnWI04774" "YOgnYA02900"
"262" "OG0002131" "YOgnAN01273" "YOgnME02597" "YOgnMO07740" "YOgnPE01719" "YOgnPS07557" "YOgnVI07437" "YOgnWI05384" "YOgnYA01997"
"263" "OG0002132" "YOgnAN01274" "YOgnME02185" "YOgnMO06382" "YOgnPE13633" "YOgnPS09570" "YOgnVI06447" "YOgnWI04775" "YOgnYA00435"
"264" "OG0002133" "YOgnAN01276" "YOgnME02183" "YOgnMO06384" "YOgnPE13635" "YOgnPS09572" "YOgnVI06449" "YOgnWI04778" "YOgnYA00437"
"265" "OG0002135" "YOgnAN01281" "YOgnME02175" "YOgnMO06397" "YOgnPE13646" "YOgnPS09583" "YOgnVI06461" "YOgnWI04794" "YOgnYA00446"
"266" "OG0002136" "YOgnAN01282" "YOgnME02174" "YOgnMO06398" "YOgnPE13650" "YOgnPS09585" "YOgnVI06462" "YOgnWI04795" "YOgnYA00447"
"267" "OG0002137" "YOgnAN01283" "YOgnME02173" "YOgnMO06401" "YOgnPE14018" "YOgnPS09703" "YOgnVI06464" "YOgnWI04799" "YOgnYA00448"
"268" "OG0002138" "YOgnAN01292" "YOgnME02166" "YOgnMO07547" "YOgnPE01466" "YOgnPS06632" "YOgnVI07512" "YOgnWI04816" "YOgnYA00454"
"269" "OG0002139" "YOgnAN01294" "YOgnME02163" "YOgnMO07544" "YOgnPE01469" "YOgnPS06637" "YOgnVI07509" "YOgnWI04821" "YOgnYA00937"
"270" "OG0002140" "YOgnAN01296" "YOgnME02162" "YOgnMO07543" "YOgnPE01470" "YOgnPS06638" "YOgnVI07508" "YOgnWI04822" "YOgnYA00938"
"271" "OG0002141" "YOgnAN01297" "YOgnME02161" "YOgnMO07542" "YOgnPE01471" "YOgnPS06639" "YOgnVI07507" "YOgnWI04823" "YOgnYA00939"
"272" "OG0002142" "YOgnAN01299" "YOgnME02159" "YOgnMO07538" "YOgnPE01475" "YOgnPS06643" "YOgnVI07504" "YOgnWI04825" "YOgnYA00942"
"273" "OG0002143" "YOgnAN01309" "YOgnME01387" "YOgnMO08345" "YOgnPE01853" "YOgnPS07676" "YOgnVI14640" "YOgnWI04981" "YOgnYA03120"
"274" "OG0002144" "YOgnAN01310" "YOgnME03037" "YOgnMO07009" "YOgnPE02482" "YOgnPS08301" "YOgnVI14555" "YOgnWI04980" "YOgnYA04634"
"275" "OG0002145" "YOgnAN01320" "YOgnME00546" "YOgnMO07991" "YOgnPE13562" "YOgnPS09504" "YOgnVI08094" "YOgnWI07186" "YOgnYA01866"
"276" "OG0002146" "YOgnAN01322" "YOgnME00548" "YOgnMO07989" "YOgnPE13564" "YOgnPS09506" "YOgnVI08091" "YOgnWI07184" "YOgnYA01863"
"277" "OG0002147" "YOgnAN01329" "YOgnME00555" "YOgnMO07985" "YOgnPE13571" "YOgnPS09514" "YOgnVI08087" "YOgnWI07175" "YOgnYA01857"
"278" "OG0002148" "YOgnAN01330" "YOgnME00556" "YOgnMO07982" "YOgnPE13572" "YOgnPS09515" "YOgnVI08086" "YOgnWI07174" "YOgnYA01856"
"279" "OG0002149" "YOgnAN01331" "YOgnME00557" "YOgnMO06613" "YOgnPE13573" "YOgnPS09516" "YOgnVI07042" "YOgnWI06309" "YOgnYA01855"
"280" "OG0002150" "YOgnAN01338" "YOgnME02201" "YOgnMO07967" "YOgnPE13584" "YOgnPS09523" "YOgnVI08074" "YOgnWI06776" "YOgnYA00419"
"281" "OG0002151" "YOgnAN01340" "YOgnME03145" "YOgnMO06319" "YOgnPE13819" "YOgnPS10317" "YOgnVI00679" "YOgnWI06894" "YOgnYA04731"
"282" "OG0002152" "YOgnAN01348" "YOgnME01479" "YOgnMO07646" "YOgnPE02881" "YOgnPS08897" "YOgnVI00912" "YOgnWI04335" "YOgnYA03206"
"283" "OG0002153" "YOgnAN01355" "YOgnME03132" "YOgnMO07642" "YOgnPE02885" "YOgnPS08902" "YOgnVI00908" "YOgnWI09537" "YOgnYA04719"
"284" "OG0002154" "YOgnAN01364" "YOgnME03126" "YOgnMO07071" "YOgnPE02893" "YOgnPS08907" "YOgnVI06372" "YOgnWI04615" "YOgnYA04714"
"285" "OG0002156" "YOgnAN01374" "YOgnME03112" "YOgnMO07081" "YOgnPE13922" "YOgnPS09602" "YOgnVI06381" "YOgnWI04625" "YOgnYA04703"
"286" "OG0002157" "YOgnAN01379" "YOgnME03108" "YOgnMO07086" "YOgnPE13916" "YOgnPS09596" "YOgnVI06386" "YOgnWI04631" "YOgnYA04699"
"287" "OG0002158" "YOgnAN01380" "YOgnME03106" "YOgnMO07087" "YOgnPE13915" "YOgnPS09595" "YOgnVI06387" "YOgnWI04632" "YOgnYA04697"
"288" "OG0002159" "YOgnAN01381" "YOgnME03105" "YOgnMO07088" "YOgnPE14001" "YOgnPS09685" "YOgnVI06388" "YOgnWI04634" "YOgnYA04696"
"289" "OG0002160" "YOgnAN01387" "YOgnME03100" "YOgnMO06107" "YOgnPE13900" "YOgnPS06700" "YOgnVI00800" "YOgnWI04638" "YOgnYA04692"
"290" "OG0002161" "YOgnAN01394" "YOgnME01659" "YOgnMO06328" "YOgnPE13738" "YOgnPS06864" "YOgnVI06311" "YOgnWI07289" "YOgnYA04399"
"291" "OG0002162" "YOgnAN01399" "YOgnME00383" "YOgnMO06996" "YOgnPE01777" "YOgnPS07609" "YOgnVI14544" "YOgnWI06954" "YOgnYA00323"
"292" "OG0002163" "YOgnAN01401" "YOgnME02625" "YOgnMO07313" "YOgnPE16800" "YOgnPS07316" "YOgnVI07815" "YOgnWI05319" "YOgnYA02022"
"293" "OG0002164" "YOgnAN01402" "YOgnME02624" "YOgnMO06042" "YOgnPE16799" "YOgnPS07317" "YOgnVI08007" "YOgnWI05603" "YOgnYA02021"
"294" "OG0002165" "YOgnAN01403" "YOgnME02622" "YOgnMO06043" "YOgnPE16798" "YOgnPS07318" "YOgnVI08006" "YOgnWI04233" "YOgnYA02019"
"295" "OG0002166" "YOgnAN01409" "YOgnME00634" "YOgnMO06045" "YOgnPE02376" "YOgnPS08197" "YOgnVI08004" "YOgnWI04236" "YOgnYA00727"
"296" "OG0002167" "YOgnAN01412" "YOgnME00636" "YOgnMO07268" "YOgnPE02375" "YOgnPS08196" "YOgnVI06783" "YOgnWI04237" "YOgnYA00730"
"297" "OG0002168" "YOgnAN01414" "YOgnME00201" "YOgnMO07265" "YOgnPE02759" "YOgnPS08762" "YOgnVI06786" "YOgnWI04241" "YOgnYA00161"
"298" "OG0002169" "YOgnAN01416" "YOgnME00203" "YOgnMO07263" "YOgnPE02762" "YOgnPS08765" "YOgnVI06789" "YOgnWI04243" "YOgnYA00162"
"299" "OG0002170" "YOgnAN01418" "YOgnME01939" "YOgnMO05969" "YOgnPE01984" "YOgnPS07793" "YOgnVI07667" "YOgnWI05180" "YOgnYA01693"
"300" "OG0002171" "YOgnAN01422" "YOgnME02103" "YOgnMO08203" "YOgnPE13282" "YOgnPS07239" "YOgnVI07294" "YOgnWI04480" "YOgnYA00995"
"301" "OG0002172" "YOgnAN01425" "YOgnME02100" "YOgnMO07859" "YOgnPE02613" "YOgnPS08429" "YOgnVI08047" "YOgnWI06867" "YOgnYA00998"
"302" "OG0002173" "YOgnAN01428" "YOgnME02096" "YOgnMO07857" "YOgnPE02610" "YOgnPS08423" "YOgnVI08045" "YOgnWI06869" "YOgnYA01000"
"303" "OG0002175" "YOgnAN01440" "YOgnME00676" "YOgnMO07871" "YOgnPE13507" "YOgnPS07021" "YOgnVI00773" "YOgnWI07260" "YOgnYA00768"
"304" "OG0002176" "YOgnAN01472" "YOgnME00698" "YOgnMO06298" "YOgnPE13966" "YOgnPS09647" "YOgnVI00648" "YOgnWI06529" "YOgnYA00791"
"305" "OG0002177" "YOgnAN01480" "YOgnME02818" "YOgnMO06449" "YOgnPE13817" "YOgnPS06782" "YOgnVI00895" "YOgnWI06516" "YOgnYA01421"
"306" "OG0002178" "YOgnAN01484" "YOgnME02815" "YOgnMO06200" "YOgnPE13813" "YOgnPS06784" "YOgnVI06548" "YOgnWI06513" "YOgnYA01424"
"307" "OG0002179" "YOgnAN01487" "YOgnME02812" "YOgnMO06201" "YOgnPE13811" "YOgnPS06785" "YOgnVI06550" "YOgnWI06511" "YOgnYA01427"
